Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Target
2.0565435648295414,0.606850593215671,0.4826878872092127,-1.1308884353259157,0.4200944904518413,74.90561313139308
-0.7991920066502536,-0.6459641791245353,-0.18289644110484016,-0.4827435221820324,1.3748764191481848,-41.649587957324606
1.0760071385985983,-0.796025856803489,-0.7519693317388191,0.02131164867194222,-0.31905393566661816,-24.18286621842857
-0.10325476014904739,-0.828497024780246,1.4898634386020821,-1.6431888111541673,-1.6009039784765156,-87.09450462622212
-2.0634031524794545,0.5032520647495048,-0.645572072035395,-0.3173504922425348,-1.6610834155671725,-86.12202943848102
-0.21560957856802238,-0.0070449854805546995,-0.4519493719118777,-0.37185788227866556,-0.7893385057196743,-38.20995315244461
0.6135179727304166,0.1200313267182613,0.4363236696740321,-1.0227925651984056,0.03800347816820029,5.926908200127642
0.23402445435314795,0.5530400858523584,1.8180619225578247,-0.24852861807444937,0.7751554940347831,71.37787278630783
1.5886269280435958,0.14098269961206,0.1455211977682408,0.6954024745502987,-0.6141225650083162,59.91260165093178
0.1825010305992134,-0.04489303012253698,-0.3998990621311371,-0.6701152004542329,0.269294752580734,-15.09691176035413
0.18106274277108234,-0.8852486861242225,-0.5505519317084877,1.3032780373160637,0.31635832153614474,-6.621858118574898
0.7835896647986067,-1.8518427315746586,2.169936588080543,-0.6786430612941032,-1.423682636883923,-70.30695313474894
-1.2968319479558466,0.18102155870370695,0.6628812686674127,0.3996879517526416,1.173473857485325,14.746796845917082
0.7660802783846903,0.30179189981946597,0.46877425607502377,1.2269332238843076,-0.9983854391882915,55.13031648091849
0.651391251305798,0.9540017634932023,0.570890510693167,-0.3152692446403456,1.135565640180599,86.12190019802358
-1.0710536796490489,1.235782191822154,0.4367385517335095,0.6802161054504494,0.40429475496169764,58.12998954914353
-0.1449045790814313,-1.5375847964491753,0.5720062783004729,-0.44594371386116016,-0.7047284356108838,-89.84911996711844
0.02538842054241018,-0.04541121793223822,0.8595878869798019,-1.9196731561976563,-0.3871306497895146,-41.840128076583184
-0.8000385643976464,-0.20298063739565708,-0.6256772874962124,-0.0635245746153551,-1.3192471945987674,-69.35615072703504
0.31978193414253697,-0.6013676439512137,0.1053755061459599,-1.5929937335316693,-1.3340254949182044,-81.50571815421448
0.45768658605355206,-0.6068651778571754,-2.238231233324972,-2.7475048427252347,-2.120700152635066,-160.562796722854
